SPEEDX;SPEEDY;ANGLE_TO_TRACK_AXIS;TRACK_POSITION;TRACK_EDGE_SENSOR_4;TRACK_EDGE_SENSOR_6;TRACK_EDGE_SENSOR_8;TRACK_EDGE_SENSOR_9;TRACK_EDGE_SENSOR_10;TRACK_EDGE_SENSOR_12;TRACK_EDGE_SENSOR_14;LABEL
62.0479;-0.0000;-0.0304;-0.2866;8.9958;13.3999;34.3747;200.0000;27.7768;8.3231;5.2687;0
62.6278;-0.0000;-0.0316;-0.2846;8.9806;13.3772;34.3164;200.0000;27.8617;8.3486;5.2848;0
63.2112;-0.0000;-0.0328;-0.2823;8.9648;13.3536;34.2560;200.0000;27.9497;8.3750;5.3015;0
63.7982;-0.0000;-0.0331;-0.2867;8.9933;13.3930;34.3267;200.0000;27.8347;8.3284;5.2706;0
64.3887;-0.0000;-0.0331;-0.2843;8.9762;13.3676;34.2615;200.0000;27.9300;8.3569;5.2886;0
64.9829;-0.0000;-0.0331;-0.2818;8.9592;13.3422;34.1964;200.0000;28.0253;8.3854;5.3067;0
65.5802;0.0000;-0.0331;-0.2794;8.9421;13.3168;34.1313;200.0000;28.1205;8.4140;5.3247;0
66.1818;-0.0000;-0.0331;-0.2769;8.9250;13.2914;34.0662;200.0000;28.2158;8.4425;5.3427;0
66.7870;-0.0000;-0.0331;-0.2745;8.9080;13.2659;34.0010;200.0000;28.3111;8.4710;5.3608;0
67.3960;-0.0000;-0.0331;-0.2721;8.8909;13.2405;33.9359;200.0000;28.4064;8.4995;5.3788;0
68.0086;-0.0000;-0.0331;-0.2696;8.8738;13.2151;33.8707;200.0000;28.5016;8.5280;5.3969;0
68.6250;-0.0000;-0.0331;-0.2672;8.8568;13.1897;33.8056;200.0000;28.5969;8.5565;5.4149;0
69.2448;-0.0000;-0.0331;-0.2647;8.8397;13.1643;33.7405;200.0000;28.6922;8.5850;5.4329;0
69.8673;-0.0000;-0.0331;-0.2622;8.8220;13.1380;33.6730;200.0000;28.7909;8.6145;5.4516;0
70.4922;-0.0000;-0.0331;-0.2595;8.8033;13.1100;33.6013;200.0000;28.8957;8.6459;5.4715;0
